,Station,LONGITUDE,LATITUDE,Depth,Protocol Label,Fraction,RUN,Region,ENA-SAMPLE,genome_name,genome_group,variable,val
48289,TARA_034,,,60.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR598975,RS,ERS488685,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.244030922413
48360,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0767287073265
48384,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0821362185086
48385,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0773667927907
48396,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.175893625522
48398,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.140511632903
48415,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,1.50277200662
48417,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.420862522783
48426,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,21.2178740103
48431,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0720077017115
48436,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,2.12973987815
48445,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.181747348312
48454,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.161854996448
48470,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.884734053251
48473,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,1.28643497641
48478,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,3.57693644941
48482,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,7.01944109218
48484,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.352643827468
48494,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,14.7955114388
48504,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,5.59829596522
48530,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,26.3837406423
48554,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,46.326132583
48560,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,1.25042609913
48571,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,6.00062633273
48580,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.248732457957
48615,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0344748316929
48617,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,2.84954282349
48625,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0875164743799
48626,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0782567994003
48635,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.418127244535
48643,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,1.1944795897
48649,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0421976794393
48660,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,2.51327819059
48698,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,2.44718542844
48713,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,3.89588719363
48731,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,2.07754500484
48733,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,1.65740884602
48734,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,17.4875551334
48770,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.0597901504936
48771,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.208040331123
48786,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,2.99904916171
48792,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0506371321276
48796,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.178733619469
48797,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,1.26500127578
48804,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.243301152586
48809,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.243461170802
48816,TARA_041,,,60.0,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,BACT,ERR598977,IO,ERS489074,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,35.334011159
48830,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,9.73975623784
48832,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,1.08020538069
48837,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,44.9433656994
48842,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.216445082676
48844,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.302904886565
48850,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,4.49204973115
48853,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.434866846986
48866,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.138944067479
48869,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,1.58133089793
48882,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.328939181159
48916,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.198583232075
48917,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.150542453035
48931,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,3.2164282078
48944,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.200134299687
48949,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,4.91938573243
48956,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,10.6378861814
48957,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,2.89794368735
48972,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,43.4132644864
49002,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.804573463973
49012,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.435343944217
49017,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.912846414235
49054,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.267846035361
49071,TARA_102,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598978,SPO,ERS491938,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,1.14688270531
49090,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.134063972786
49091,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,1.01963580461
49115,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,2.17353734172
49133,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,3.74640850657
49134,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.15540086367
49136,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.148224525705
49150,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,3.0858643327
49160,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,5.47390444143
49165,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,1.24023797181
49167,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.114286004839
49172,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.267437057752
49198,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.430996190343
49204,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,3.56921707002
49211,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.130200623209
49221,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,62.2262653709
49235,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.210125635159
49258,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,17.3532298055
49267,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.156918633098
49314,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.298135640049
49319,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,9.33665209364
49327,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,1.9310569648
49329,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,1.44034276297
49334,TARA_065,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598979,IO,ERS490029,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.36313649838
49352,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.826262402379
49364,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0886802408574
49365,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.110436467817
49371,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.92883361115
49393,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0864271293263
49415,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.127759621665
49425,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.100939562047
49434,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.889075192864
49446,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.118243328344
49447,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.114487675357
49455,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.112469132758
49469,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,1.33235726355
49470,TARA_132,,,550.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR598980,NPO,ERS493372,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.102619377199
